ticker,Date,OneMthSimpleRet
AAPL,2017-12-31,-0.015245850440014697
AAPL,2018-01-31,-0.010636546900639199
AAPL,2018-02-28,0.06818488935690437
AAPL,2018-03-31,-0.05805063952427214
AAPL,2018-04-30,-0.01501970926513374
AAPL,2018-05-31,0.13512411155192328
AAPL,2018-06-30,-0.00941850293790425
AAPL,2018-07-31,0.027983507766833338
AAPL,2018-08-31,0.2004221774272994
AAPL,2018-09-30,-0.008303275863337456
AAPL,2018-10-31,-0.030477159857597913
AAPL,2018-11-30,-0.1811976906901661
AAPL,2018-12-31,-0.11669839001284776
AAPL,2019-01-31,0.05515404868679141
AAPL,2019-02-28,0.044776502197514834
AAPL,2019-03-31,0.09702564293761617
AAPL,2019-04-30,0.05643594349473857
AAPL,2019-05-31,-0.12421282971210246
AAPL,2019-06-30,0.13051911233765123
AAPL,2019-07-31,0.07639461927552471
AAPL,2019-08-31,-0.016461583350051545
AAPL,2019-09-30,0.07296165770359497
AAPL,2019-10-31,0.11068479017230914
AAPL,2019-11-30,0.07755415468936278
AAPL,2019-12-31,0.09878374660944012
AAPL,2020-01-31,0.05400943911775502
AAPL,2020-02-29,-0.11470130332916817
AAPL,2020-03-31,-0.06976127333198934
AAPL,2020-04-30,0.15537372257621396
AAPL,2020-05-31,0.08509419746695834
AAPL,2020-06-30,0.14738626768740803
AAPL,2020-07-31,0.16513168544310353
AAPL,2020-08-31,0.21656907535336312
AAPL,2020-09-30,-0.10252610160185871
AAPL,2020-10-31,-0.060012117127349995
AAPL,2020-11-30,0.09549314243460216
AAPL,2020-12-31,0.11457360919792059
AAPL,2021-01-31,-0.005501403229939195
AAPL,2021-02-28,-0.07971201192415367
AAPL,2021-03-31,0.007339479500699797
AAPL,2021-04-30,0.07621797673898767
AAPL,2021-05-31,-0.05049714388717563
AAPL,2021-06-30,0.09910936535957449
AAPL,2021-07-31,0.064981983230743
AAPL,2021-08-31,0.04248979731315594
AAPL,2021-09-30,-0.06803683020977358
AAPL,2021-10-31,0.05865723321894345
AAPL,2021-11-30,0.10508169082383212
AAPL,2021-12-31,0.0742288052504887
AAPL,2022-01-31,-0.015712060661215888
AAPL,2022-02-28,-0.054065969131926184
AAPL,2022-03-31,0.05747325292036254
AAPL,2022-04-30,-0.09713047120045626
AAPL,2022-05-31,-0.054496271008056096
AAPL,2022-06-30,-0.08142962136334086
AAPL,2022-07-31,0.1886335981643794
AAPL,2022-08-31,-0.031208216085825802
AAPL,2022-09-30,-0.12097683494535916
AAPL,2022-10-31,0.10955127321420632
AAPL,2022-11-30,-0.03302743419590204
AAPL,2022-12-31,-0.12227243729356341
AAPL,2023-01-31,0.11052094097644982
AAPL,2023-02-28,0.023182920871552604
AAPL,2023-03-31,0.11864862355435046
AAPL,2023-04-30,0.028987309576115505
AAPL,2023-05-31,0.04605843483624916
AAPL,2023-06-30,0.09432992641506122
AAPL,2023-07-31,0.012785559366729427
AAPL,2023-08-31,-0.04238388552453942
AAPL,2023-09-30,-0.08867818207551226
AAPL,2023-10-31,-0.002570079945431014
AAPL,2023-11-30,0.11378014597158392
AAPL,2023-12-31,0.013582521515599355
AAPL,2024-01-31,-0.042227191270120645
AAPL,2024-02-29,-0.01854302832403243
AAPL,2024-03-31,-0.0512865598210146
AAPL,2024-04-30,-0.006706091891597987
AAPL,2024-05-31,0.13022225304955803
AAPL,2024-06-30,0.09555260781665775
AAPL,2024-07-31,0.0544107931146105
AAPL,2024-08-31,0.03235358206425687
AAPL,2024-09-30,0.017467185704938215
AAPL,2024-10-31,-0.030429194218736244
AAPL,2024-11-30,0.051706921591011756
AAPL,2024-12-31,0.05515528335409714
AAPL,2025-01-31,-0.057583246142005606
AAPL,2025-02-28,0.025872418142400377
AAPL,2025-03-31,-0.08150013035594195
AAPL,2025-04-30,-0.04335299480241872
AAPL,2025-05-31,-0.05358405947543121
AAPL,2025-06-30,0.021508534553317693
AAPL,2025-07-31,0.01169769554123401
AAPL,2025-08-31,0.11963886127221102
AAPL,2025-09-30,0.09688124576734491
AAPL,2025-10-31,0.061815142948609125
AAPL,2025-11-30,0.032364264712395396
ABBV,2015-12-31,0.018743979758466534
ABBV,2016-01-31,-0.06352709447683247
ABBV,2016-02-29,-0.005282562593124651
ABBV,2016-03-31,0.04596237370549283
ABBV,2016-04-30,0.07818868415912483
ABBV,2016-05-31,0.03163917284896267
ABBV,2016-06-30,-0.01620820826013103
ABBV,2016-07-31,0.07916993645391801
ABBV,2016-08-31,-0.03216099267427042
ABBV,2016-09-30,-0.01606845145420599
ABBV,2016-10-31,-0.10743115064155717
ABBV,2016-11-30,0.08999616097863816
ABBV,2016-12-31,0.029934315180018656
ABBV,2017-01-31,-0.014267115489508209
ABBV,2017-02-28,0.011945538839706948
ABBV,2017-03-31,0.05368700665202697
ABBV,2017-04-30,0.022038324955029998
ABBV,2017-05-31,0.001212951321246436
ABBV,2017-06-30,0.09830400805604844
ABBV,2017-07-31,-0.02719067835033473
ABBV,2017-08-31,0.07709911452562279
ABBV,2017-09-30,0.18007960648067023
ABBV,2017-10-31,0.022728104006111804
ABBV,2017-11-30,0.0739052253530732
ABBV,2017-12-31,-0.0021663624029067963
ABBV,2018-01-31,0.16869984727683307
ABBV,2018-02-28,0.03216930814681418
ABBV,2018-03-31,-0.1828543760312381
ABBV,2018-04-30,0.030639999080593894
ABBV,2018-05-31,0.024754152430576548
ABBV,2018-06-30,-0.06357406628037165
ABBV,2018-07-31,0.005633224850625007
ABBV,2018-08-31,0.04065948506829464
ABBV,2018-09-30,-0.014586496400702864
ABBV,2018-10-31,-0.1680818806143013
ABBV,2018-11-30,0.21091834381034946
ABBV,2018-12-31,-0.022064150990985243
ABBV,2019-01-31,-0.11839950041226754
ABBV,2019-02-28,-0.013077635030890433
ABBV,2019-03-31,0.01703700586686785
ABBV,2019-04-30,-0.0018288559816465044
ABBV,2019-05-31,-0.0337572554476161
ABBV,2019-06-30,-0.05201401219915103
ABBV,2019-07-31,-0.06991393284938285
ABBV,2019-08-31,-0.013209340016560267
ABBV,2019-09-30,0.15181061577056743
ABBV,2019-10-31,0.06589994028667245
ABBV,2019-11-30,0.10282859747875506
ABBV,2019-12-31,0.009232536610936926
ABBV,2020-01-31,-0.07257026938078692
ABBV,2020-02-29,0.05788706476026673
ABBV,2020-03-31,-0.11107236903909323
ABBV,2020-04-30,0.09497234666166388
ABBV,2020-05-31,0.12737207562960728
ABBV,2020-06-30,0.05945850842379419
ABBV,2020-07-31,-0.02150738496436333
ABBV,2020-08-31,0.009060982108748838
ABBV,2020-09-30,-0.08541293897906643
ABBV,2020-10-31,-0.0151972774897422
ABBV,2020-11-30,0.22890763059209585
ABBV,2020-12-31,0.024574305515599137
ABBV,2021-01-31,-0.03239767769946322
ABBV,2021-02-28,0.05132725509242109
ABBV,2021-03-31,0.004455118946640413
ABBV,2021-04-30,0.04283573014563791
ABBV,2021-05-31,0.015246728754607641
ABBV,2021-06-30,-0.004947076677608853
ABBV,2021-07-31,0.04400351658372115
ABBV,2021-08-31,0.03852121527192831
ABBV,2021-09-30,-0.10688869352497121
ABBV,2021-10-31,0.07592641169868708
ABBV,2021-11-30,0.005319753854719167
ABBV,2021-12-31,0.17453152230270952
ABBV,2022-01-31,0.021495618696393493
ABBV,2022-02-28,0.07947971526511277
ABBV,2022-03-31,0.09704278309231262
ABBV,2022-04-30,-0.086248122981192
ABBV,2022-05-31,0.0033360024978934533
ABBV,2022-06-30,0.039288902526163794
ABBV,2022-07-31,-0.05424133480710991
ABBV,2022-08-31,-0.06306161530379673
ABBV,2022-09-30,-0.001859566428719539
ABBV,2022-10-31,0.10192759951995889
ABBV,2022-11-30,0.10095606921017408
ABBV,2022-12-31,0.0026680143749444607
ABBV,2023-01-31,-0.07707126942085951
ABBV,2023-02-28,0.04162415728662827
ABBV,2023-03-31,0.03554269102134189
ABBV,2023-04-30,-0.04304311213134393
ABBV,2023-05-31,-0.08708320943996661
ABBV,2023-06-30,-0.023412426114443385
ABBV,2023-07-31,0.12252836035232106
ABBV,2023-08-31,-0.017515766920383147
ABBV,2023-09-30,0.014289476712914029
ABBV,2023-10-31,-0.04338410096306944
ABBV,2023-11-30,0.008570798805312752
ABBV,2023-12-31,0.08834875602924486
ABBV,2024-01-31,0.07098614419116989
ABBV,2024-02-29,0.07086382588024631
ABBV,2024-03-31,0.034365289490946305
ABBV,2024-04-30,-0.09852343031605648
ABBV,2024-05-31,-0.008607988633835939
ABBV,2024-06-30,0.06375591116651536
ABBV,2024-07-31,0.09038227567119517
ABBV,2024-08-31,0.059302870128522533
ABBV,2024-09-30,0.0059600674427191525
ABBV,2024-10-31,0.040601676126800657
ABBV,2024-11-30,-0.10271252706740608
ABBV,2024-12-31,-0.028590206550243913
ABBV,2025-01-31,0.04464943754180806
ABBV,2025-02-28,0.13665030670253775
ABBV,2025-03-31,0.002344211289022846
ABBV,2025-04-30,-0.060218477488363065
ABBV,2025-05-31,-0.04607895865302103
ABBV,2025-06-30,-0.0026328699782024456
ABBV,2025-07-31,0.027112315542453524
ABBV,2025-08-31,0.11310964650562472
ABBV,2025-09-30,0.10047530032875618
ABBV,2025-10-31,-0.0515165148461435
ABBV,2025-11-30,0.044303815628138565
ABT,2015-12-31,-2.2227245907879833e-4
ABT,2016-01-31,-0.15188491110252678
ABT,2016-02-29,0.02351429211914824
ABT,2016-03-31,0.07976253213682694
ABT,2016-04-30,-0.06436470238775782
ABT,2016-05-31,0.01876609079590974
ABT,2016-06-30,-0.008074633399545839
ABT,2016-07-31,0.1453992636192769
ABT,2016-08-31,-0.06100558092574693
ABT,2016-09-30,0.006425509843220878
ABT,2016-10-31,-0.06622256877356247
ABT,2016-11-30,-0.02981640820604925
ABT,2016-12-31,0.00893081556173736
ABT,2017-01-31,0.0945016012562101
ABT,2017-02-28,0.07924362530008544
ABT,2017-03-31,-0.014862163297058806
ABT,2017-04-30,-0.01132825247795477
ABT,2017-05-31,0.04628783893340649
ABT,2017-06-30,0.06460809608778639
ABT,2017-07-31,0.017324926819928255
ABT,2017-08-31,0.03578695387685937
ABT,2017-09-30,0.04750653258236426
ABT,2017-10-31,0.021275906138660483
ABT,2017-11-30,0.039461535970465755
ABT,2017-12-31,0.012417731574213109
ABT,2018-01-31,0.0943979204002261
ABT,2018-02-28,-0.029440306667488647
ABT,2018-03-31,-0.006796098644068493
ABT,2018-04-30,-0.025203348136983883
ABT,2018-05-31,0.05848941652570239
ABT,2018-06-30,-0.008775983091175221
ABT,2018-07-31,0.07943280929280916
ABT,2018-08-31,0.01983502539999038
ABT,2018-09-30,0.09754644995794859
ABT,2018-10-31,-0.05638702359855374
ABT,2018-11-30,0.07412247462824006
ABT,2018-12-31,-0.02322738742196473
ABT,2019-01-31,0.013665225228962852
ABT,2019-02-28,0.06357886051136918
ABT,2019-03-31,0.029889501442823985
ABT,2019-04-30,-6.805045224883566e-4
ABT,2019-05-31,-0.04311221036300383
ABT,2019-06-30,0.10468938073765344
ABT,2019-07-31,0.03955042927484942
ABT,2019-08-31,-0.0204361408729955
ABT,2019-09-30,-0.019339315899348786
ABT,2019-10-31,0.0032890226908366405
ABT,2019-11-30,0.022006941786325562
ABT,2019-12-31,0.016500725329515298
ABT,2020-01-31,0.00748466520075497
ABT,2020-02-29,-0.11602013625001895
ABT,2020-03-31,0.02440584626268616
ABT,2020-04-30,0.17194032962819694
ABT,2020-05-31,0.030731080056294324
ABT,2020-06-30,-0.03676809783724999
ABT,2020-07-31,0.10500612994188896
ABT,2020-08-31,0.08773860662695987
ABT,2020-09-30,-0.0058464945600636975
ABT,2020-10-31,-0.030962426331215376
ABT,2020-11-30,0.029587980048948026
ABT,2020-12-31,0.011735360468457579
ABT,2021-01-31,0.13332627095052807
ABT,2021-02-28,-0.030827681473962865
ABT,2021-03-31,5.009108606417456e-4
ABT,2021-04-30,0.0056815271700740855
ABT,2021-05-31,-0.028564176701107002
ABT,2021-06-30,-0.0061723711799538394
ABT,2021-07-31,0.04753383050622606
ABT,2021-08-31,0.044552807649193005
ABT,2021-09-30,-0.06520536147242095
ABT,2021-10-31,0.09529861986870825
ABT,2021-11-30,-0.024206779059332106
ABT,2021-12-31,0.11902690299401142
ABT,2022-01-31,-0.09116395179621306
ABT,2022-02-28,-0.05366387900950731
ABT,2022-03-31,-0.018736611792580682
ABT,2022-04-30,-0.03723900014552972
ABT,2022-05-31,0.034889841801075905
ABT,2022-06-30,-0.07500414319003745
ABT,2022-07-31,0.006201164179404861
ABT,2022-08-31,-0.056872348580830456
ABT,2022-09-30,-0.05737946943118055
ABT,2022-10-31,0.027354718212306617
ABT,2022-11-30,0.0873255232718062
ABT,2022-12-31,0.020542789804272488
ABT,2023-01-31,0.01148155533781714
ABT,2023-02-28,-0.07987334135230928
ABT,2023-03-31,-0.0045223056880766554
ABT,2023-04-30,0.09640605595636509
ABT,2023-05-31,-0.07667238821247946
ABT,2023-06-30,0.06882343576263872
ABT,2023-07-31,0.02608638781928807
ABT,2023-08-31,-0.07572070228771033
ABT,2023-09-30,-0.05879502026797301
ABT,2023-10-31,-0.018343803044356566
ABT,2023-11-30,0.1030142641547156
ABT,2023-12-31,0.05542224661580253
ABT,2024-01-31,0.03294829150897205
ABT,2024-02-29,0.04851963814066407
ABT,2024-03-31,-0.04197555366868566
ABT,2024-04-30,-0.06303407796111526
ABT,2024-05-31,-0.0356705527455593
ABT,2024-06-30,0.01683143082145322
ABT,2024-07-31,0.024945001376429632
ABT,2024-08-31,0.06919014189645356
ABT,2024-09-30,0.006533126393074795
ABT,2024-10-31,-9.271187262773761e-4
ABT,2024-11-30,0.0476315962165772
ABT,2024-12-31,-0.047655084664943836
ABT,2025-01-31,0.13695817512445818
ABT,2025-02-28,0.07879302986595804
ABT,2025-03-31,-0.038837791283434675
ABT,2025-04-30,-0.009757405736166236
ABT,2025-05-31,0.02164427744238151
ABT,2025-06-30,0.01819123536465228
ABT,2025-07-31,-0.06803582436633748
ABT,2025-08-31,0.05127192053417695
ABT,2025-09-30,0.009648759282663288
ABT,2025-10-31,-0.07294532163287648
ABT,2025-11-30,0.042711462810158585
ACGL,2015-12-31,-0.037532784120603346
ACGL,2016-01-31,-0.03154126712381944
ACGL,2016-02-29,0.005773607455269003
ACGL,2016-03-31,0.046511559933876345
ACGL,2016-04-30,-0.008579401869187375
ACGL,2016-05-31,0.030784422141482137
ACGL,2016-06-30,-0.009083416371615693
ACGL,2016-07-31,0.008749968240893136
ACGL,2016-08-31,0.11441555702074102
ACGL,2016-09-30,-0.020756040469163906
ACGL,2016-10-31,-0.01627560793713667
ACGL,2016-11-30,0.06092091363118013
ACGL,2016-12-31,0.04315762680337221
ACGL,2017-01-31,0.02387298518034453
ACGL,2017-02-28,0.07040178949378029
ACGL,2017-03-31,0.0021148793665479726
ACGL,2017-04-30,0.023214069034233065
ACGL,2017-05-31,0.0028875631367428767
ACGL,2017-06-30,-0.04071985435697123
ACGL,2017-07-31,0.04255542028492654
ACGL,2017-08-31,8.225669558366011e-4
ACGL,2017-09-30,0.01191695433878337
ACGL,2017-10-31,0.011573666938666571
ACGL,2017-11-30,-0.04967885954206375
ACGL,2017-12-31,-0.041398264789969774
ACGL,2018-01-31,0.0018728744456155688
ACGL,2018-02-28,-0.029689891534526502
ACGL,2018-03-31,-0.030031722204677203
ACGL,2018-04-30,-0.06379254584672667
ACGL,2018-05-31,-0.020965929435343367
ACGL,2018-06-30,0.011854696304187229
ACGL,2018-07-31,0.15495085771950579
ACGL,2018-08-31,3.2726144980244065e-4
ACGL,2018-09-30,-0.024860977430481213
ACGL,2018-10-31,-0.04830591449100052
ACGL,2018-11-30,0.008812113198281013
ACGL,2018-12-31,-0.06638714822576874
ACGL,2019-01-31,0.0984281795051074
ACGL,2019-02-28,0.11311745047100286
ACGL,2019-03-31,-0.010713153817656251
ACGL,2019-04-30,0.045173190978394784
ACGL,2019-05-31,0.019242272860768628
ACGL,2019-06-30,0.076967792518847
ACGL,2019-07-31,0.04341957968494925
ACGL,2019-08-31,0.020935683877819855
ACGL,2019-09-30,0.06278476554240209
ACGL,2019-10-31,-0.005240598815819619
ACGL,2019-11-30,0.005028813270964161
ACGL,2019-12-31,0.021920364642919132
ACGL,2020-01-31,0.029610642905520068
ACGL,2020-02-29,-0.0844655917445224
ACGL,2020-03-31,-0.29606732670634417
ACGL,2020-04-30,-0.15565700333246857
ACGL,2020-05-31,0.1743653542074064
ACGL,2020-06-30,0.015237405030986473
ACGL,2020-07-31,0.07329844178220646
ACGL,2020-08-31,0.02569110260374763
ACGL,2020-09-30,-0.07260625409403398
ACGL,2020-10-31,0.032820519924248615
ACGL,2020-11-30,0.06587223255241081
ACGL,2020-12-31,0.12018627634134349
ACGL,2021-01-31,-0.12919317252000362
ACGL,2021-02-28,0.1404010744038251
ACGL,2021-03-31,0.07118934117002751
ACGL,2021-04-30,0.034923122604442636
ACGL,2021-05-31,0.004532860943536887
ACGL,2021-06-30,-0.0238155196061256
ACGL,2021-07-31,0.0015407969678566946
ACGL,2021-08-31,0.053846164132504315
ACGL,2021-09-30,-0.07104620719401966
ACGL,2021-10-31,0.0953378392719384
ACGL,2021-11-30,-0.034433174167680214
ACGL,2021-12-31,0.10079242029649849
ACGL,2022-01-31,0.04206971454192532
ACGL,2022-02-28,0.017055254521038954
ACGL,2022-03-31,0.02780719427891154
ACGL,2022-04-30,-0.05679472162094945
ACGL,2022-05-31,0.039194266965101976
ACGL,2022-06-30,-0.041508596661247066
ACGL,2022-07-31,-0.02396132281790242
ACGL,2022-08-31,0.02972977563885948
ACGL,2022-09-30,-0.003937005801312177
ACGL,2022-10-31,0.26262623148288533
ACGL,2022-11-30,0.04191301848301432
ACGL,2022-12-31,0.047905149530203195
ACGL,2023-01-31,0.025007992361583575
ACGL,2023-02-28,0.08780110562678933
ACGL,2023-03-31,-0.030428566254327438
ACGL,2023-04-30,0.10608511090538819
ACGL,2023-05-31,-0.07153321290999981
ACGL,2023-06-30,0.07388806052532138
ACGL,2023-07-31,0.0379425828037403
ACGL,2023-08-31,-0.010683483521195525
ACGL,2023-09-30,0.03708039721339329
ACGL,2023-10-31,0.08744196758267364
ACGL,2023-11-30,-0.03449458752253787
ACGL,2023-12-31,-0.11255836320160229
ACGL,2024-01-31,0.1098694916821581
ACGL,2024-02-29,0.06259850337169648
ACGL,2024-03-31,0.05537167114199826
ACGL,2024-04-30,0.011899628585772204
ACGL,2024-05-31,0.09717760515361018
ACGL,2024-06-30,-0.016954112173716562
ACGL,2024-07-31,-0.050649236318170754
ACGL,2024-08-31,0.1807266621610346
ACGL,2024-09-30,-0.010699388950943578
ACGL,2024-10-31,-0.11905614446624946
ACGL,2024-11-30,0.07468418019623835
ACGL,2024-12-31,-0.08310169425277536
ACGL,2025-01-31,0.007796439984835368
ACGL,2025-02-28,-0.0017190935128340579
ACGL,2025-03-31,0.03519531282076538
ACGL,2025-04-30,-0.05718444564928982
ACGL,2025-05-31,0.04808117110364307
ACGL,2025-06-30,-0.04198230035073214
ACGL,2025-07-31,-0.05480511066350513
ACGL,2025-08-31,0.06356032275017065
ACGL,2025-09-30,-0.008740253829701006
ACGL,2025-10-31,-0.04871603256699386
ACGL,2025-11-30,0.08817055759021808
ACN,2015-12-31,-0.025368630277977977
ACN,2016-01-31,0.009952159721611897
ACN,2016-02-29,-0.05002829533077935
ACN,2016-03-31,0.15100766516239172
ACN,2016-04-30,-0.01198961980049229
ACN,2016-05-31,0.05357747297027138
ACN,2016-06-30,-0.04774297122554427
ACN,2016-07-31,-0.0042368290414719345
ACN,2016-08-31,0.01941318318199814
ACN,2016-09-30,0.062347482062609316
ACN,2016-10-31,-0.03864135936501156
ACN,2016-11-30,0.027443402916859982
ACN,2016-12-31,-0.019258129440350436
ACN,2017-01-31,-0.02783233776876337
ACN,2017-02-28,0.07578804091364755
ACN,2017-03-31,-0.02138763482071937
ACN,2017-04-30,0.022342528299951425
ACN,2017-05-31,0.026133624184954574
ACN,2017-06-30,-0.006346850814392457
ACN,2017-07-31,0.0415589012359221
ACN,2017-08-31,0.015059662488814185
ACN,2017-09-30,0.032961136403548696
ACN,2017-10-31,0.06418019111490025
ACN,2017-11-30,0.03968801243318576
ACN,2017-12-31,0.03432242927497842
ACN,2018-01-31,0.04970922902846331
ACN,2018-02-28,0.0019289874466759116
ACN,2018-03-31,-0.04664306740995827
ACN,2018-04-30,-0.006291862035884832
ACN,2018-05-31,0.030026551129216594
ACN,2018-06-30,0.050404422046802067
ACN,2018-07-31,-0.02604053408690099
ACN,2018-08-31,0.06113093947263559
ACN,2018-09-30,0.006683291168040784
ACN,2018-10-31,-0.0654485677106772
ACN,2018-11-30,0.0437762745715331
ACN,2018-12-31,-0.14290065545407626
ACN,2019-01-31,0.08893028569979533
ACN,2019-02-28,0.05099277100969579
ACN,2019-03-31,0.0907175145618404
ACN,2019-04-30,0.046375560070069266
ACN,2019-05-31,-0.02518181181315471
ACN,2019-06-30,0.03762568975123526
ACN,2019-07-31,0.04226849251074083
ACN,2019-08-31,0.029026886839285115
ACN,2019-09-30,-0.02936851798531026
ACN,2019-10-31,-0.03188653867326963
ACN,2019-11-30,0.08488844240678839
ACN,2019-12-31,0.0467786619422903
ACN,2020-01-31,-0.021687358075906604
ACN,2020-02-29,-0.1199747374453739
ACN,2020-03-31,-0.09596331241221556
ACN,2020-04-30,0.13944426128143017
ACN,2020-05-31,0.08871972326980737
ACN,2020-06-30,0.06497389559828681
ACN,2020-07-31,0.0506868774550433
ACN,2020-08-31,0.0673991521841093
ACN,2020-09-30,-0.05810023416350785
ACN,2020-10-31,-0.036420317519871626
ACN,2020-11-30,0.14835668708551752
ACN,2020-12-31,0.04865670630038199
ACN,2021-01-31,-0.07068350994660932
ACN,2021-02-28,0.037119697236758675
ACN,2021-03-31,0.10103609601293573
ACN,2021-04-30,0.05291390298435705
ACN,2021-05-31,-0.026933963647164272
ACN,2021-06-30,0.044762047035527885
ACN,2021-07-31,0.08069036823993159
ACN,2021-08-31,0.05943082465466043
ACN,2021-09-30,-0.04944126877441246
ACN,2021-10-31,0.12482838306949873
ACN,2021-11-30,-0.0038740247802909744
ACN,2021-12-31,0.15990482700213482
ACN,2022-01-31,-0.14486383320143348
ACN,2022-02-28,-0.10622750914343049
ACN,2022-03-31,0.06711572051687575
ACN,2022-04-30,-0.10667963512699186
